Docente,Categoria,Programa,Idlattes
Maristela Terto de Holanda,Permanente,Informática,5724567591998546
Alexandra Mocellin,Colaborador,Física,5740079715583388
Newton Narciso Gomes Junior,Permanente,Meio Ambiente e Desenvolvimento Rural,5755545515133754
Newton Narciso Gomes Junior,Permanente,Política Social,5755545515133754
Rosamaria Giatti Carneiro,Permanente,Ciências e Tecnologias Em Saúde,5760185568410598
Tomas de Aquino Guimaraes,Permanente,Administração,5763004127461260
Pedro Paulo Palazzo de Almeida,Permanente,Arquitetura e Urbanismo,5767592881382885
Jeane Cristina Gomes Rotta,Permanente,Ensino de Ciências,5767986534757807
Lenora Gandolfi,Permanente,Ciências da Saúde,5769234497766168
Lenora Gandolfi,Permanente,Ciencias Medicas,5769234497766168
Aleksandr Nikolaievich Pinzul,Permanente,Física,5774267299041555
Mercedes Maria da Cunha Bustamante,Permanente,Biologia Microbiana,5774617500941295
Mercedes Maria da Cunha Bustamante,Permanente,Ciências Ambientais,5774617500941295
Mercedes Maria da Cunha Bustamante,Permanente,Ecologia,5774617500941295
Thais de Mendonca Jorge,Permanente,Comunicação,5777195983154281
Raul Alberto Laumann,Permanente,Zoologia,5778107814199711
Angela Vieira Neves,Permanente,Política Social,5779091231957858
Francisca Cordelia Oliveira da Silva,Permanente,Lingüística,5800939293124445
Reuber Albuquerque Brandao,Permanente,Ciências Florestais,5804582372968711
Reuber Albuquerque Brandao,Permanente,Zoologia,5804582372968711
Jorge Ponciano Ribeiro,Colaborador,Psicologia Clínica e Cultura,5805453486503138
Eliane Maria Fleury Seidl,Permanente,Bioética,5808742759143520
Eliane Maria Fleury Seidl,Permanente,Psicologia Clínica e Cultura,5808742759143520
Georges Daniel Amvame Nze,Colaborador,Engenharia Biomédica,5810353896294133
Georges Daniel Amvame Nze,Permanente,Engenharia Elétrica,5810353896294133
Eliane Braga de Oliveira,Permanente,Ciências da Informação,5810994575541911
Fabricio Monteiro Neves,Permanente,Sociologia,5812207127672055
Reginaldo Constantino,Permanente,Zoologia,5822556864478183
Vanessa Borges de Almeida,Permanente,Lingüística Aplicada,5832812171517906
Mario Cesar Ferreira,Permanente,Psicologia Social do Trabalho e das Organizações,5833453038151889
Flavia de Castro Alves,Colaborador,Lingüística,5833499993104935
Edgar Merchan Hamann,Permanente,Ciências da Saúde,5835002409781453
Edgar Merchan Hamann,Permanente,Saúde Coletiva,5835002409781453
Jose Matias Pereira,Permanente,Ciências Contábeis,5838194984225945
Jose Matias Pereira,Permanente,Contabilidade - Unb - Ufpb - Ufrn,5838194984225945
Paulo Cesar de Morais,Permanente,Física,5847787136001573
Paulo Cesar de Morais,Permanente,Nanociência e Nanobiotecnologia,5847787136001573
Beatriz Dolabela de Lima,Permanente,Biologia Microbiana,5848423626868491
Pablo Holmes Chaves,Permanente,Ciência Política,5849457806960544
Bruno Luiggi Macchiavello Espinoza,Permanente,Informática,5850453918340560
Maria Carmen Villela Rosa Tacca,Permanente,Educação,5871457781087655
Raquel Braz Assuncao Botelho,Permanente,Nutrição Humana,5873092525693587
Regina da Silva Pina,Colaborador,Matemática Em Rede Nacional,5874654544324539
Armando Fornazier,Permanente,Agronegócios,5876324024756973
Sueli Maria Gomes,Permanente,Botânica,5881872074435086
Sueli Maria Gomes,Permanente,Profbio Ensino de Biologia Em Rede Nacional,5881872074435086
Mariana Machado Hecht,Permanente,Ciencias Medicas,5898341997683688
Mariana Machado Hecht,Permanente,Patologia Molecular,5898341997683688
Elves Alves de Barros e Silva,Permanente,Matemática,5916670176612603
Sergio Ricardo Menezes Mateus,Colaborador,Engenharia Biomédica,5928104758017036
Vitor Laerte Pinto Junior,Colaborador,Saúde Coletiva,5935893535892330
Andrei Carvalho Sposito,Colaborador,Ciencias Medicas,5939786697612365
Marcos Thadeu Queiroz Magalhaes,Permanente,Arquitetura e Urbanismo,5942041330805370
Doris Aleida Villamizar Sayago,Permanente,Desenvolvimento Sustentável,5954596265144810
Ileno Izidio da Costa,Permanente,Psicologia Clínica e Cultura,5956172125060001
Edmundo Brandao Dantas,Colaborador,Comunicação,5970190862997671
Tania Mara Campos de Almeida,Permanente,Sociologia,5972548202499046
Susane Rodrigues de Oliveira,Permanente,História,5973203155533160
Francisco Ricardo da Cunha,Permanente,Ciências Mecânicas,5983081720502349
Jose Ricardo Peixoto,Permanente,Agronomia,5990262710309494
Heibbe Cristhian Benedito de Oliveira,Permanente,Química,5995553993631378
Alexandre Simoes Pilati,Permanente,Literatura,6004431804659763
Michele Tereza Marques Carvalho,Permanente,Estruturas e Construção Civil,6009800118928646
Joao Mello da Silva,Permanente,Computação Aplicada,6011676599306434
Carolina Lopes Araujo,Permanente,Desenvolvimento Sustentável,6017396316011154
Julia Issy Abrahao,Colaborador,Arquitetura e Urbanismo,6031008181034694
Maria Cecilia Pedreira de Almeida,Permanente,Filosofia,6031468629850352
Augusto Cesar Franco,Permanente,Botânica,6032561957413202
Augusto Cesar Franco,Permanente,Ecologia,6032561957413202
Ivone Kamada,Permanente,Enfermagem,6036847363586430
Grace Ferreira Ghesti,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,6040333497171664
Grace Ferreira Ghesti,Permanente,Química,6040333497171664
Grace Ferreira Ghesti,Permanente,Tecnologias Química e Biológica,6040333497171664
Benigna Maria de Freitas Villas Boas,Colaborador,Educação,6040496875481226
Virgilio Caixeta Arraes,Permanente,História,6041229059797399
Concepta Margaret Mcmanus Pimentel,Permanente,Ciências Animais,6052239712915301
Geraldo Magela e Silva,Permanente,Física,6052283881006766
Oscar de Moraes Cordeiro Netto,Permanente,Tecnologia Ambiental e Recursos Hídricos,6062647392392102
Helder de Carvalho Matos,Permanente,Matemática Em Rede Nacional,6064233304427956
Daniele Marcelle Grannier,Permanente,Lingüística,6067480227330901
Jose Angelo Belloni,Colaborador,Matemática Em Rede Nacional,6069012270887040
Gregorio Luis Silva Araujo,Permanente,Geotecnia,6075465233665208
Ricardo Silva Azevedo Araujo,Permanente,Economia,6082451592666314
Pedro Luiz Tauil,Colaborador,Medicina Tropical,6101068819283731
Rodrigo Gurgel Goncalves,Permanente,Medicina Tropical,6102756952860771
Rodrigo Gurgel Goncalves,Permanente,Zoologia,6102756952860771
Geovany Araujo Borges,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,6103264336506171
Luiz Augusto Monnerat Celes,Colaborador,Psicologia Clínica e Cultura,6103324784655156
Juliana Forte Mazzeu de Araujo,Permanente,Ciências da Saúde,6109934867488775
Juliana Forte Mazzeu de Araujo,Permanente,Ciencias Medicas,6109934867488775
Osvaldo Kiyoshi Yamanishi,Colaborador,Agronomia,6110730954006985
Ricardo Ramos Fragelli,Permanente,Design,6119310102978688
Maria Jose Araujo Sales,Permanente,Química,6121696025910161
Maria Alzira de Araujo Nunes,Permanente,Integridade de Materiais da Engenharia,6122858958268866
Marcelo Valle de Sousa,Permanente,Ciências Biológicas,6127693815658962
Marcelo Valle de Sousa,Permanente,Patologia Molecular,6127693815658962
Muriel Bauermann Gubert,Permanente,Nutrição Humana,6128514581228342
Muriel Bauermann Gubert,Permanente,Saúde Coletiva,6128514581228342
Maria Marta Pereira Scherre,Permanente,Lingüística,6129587291049735
Renato Hilario Dos Reis,Permanente,Educação,6144989852947068
Joanilio Rodolpho Teixeira,Permanente,Economia,6160864343144486
Lilia Goncalves Magalhaes,Permanente,Estudos Comparados Sobre As Américas,6161524526844358
Laila Salmen Espindola,Permanente,Ciências da Saúde,6185369922144905
Laila Salmen Espindola,Permanente,Ciencias Medicas,6185369922144905
Thomas Ludewigs,Permanente,Desenvolvimento Sustentável,6188576572059405
Thomas Ludewigs,Permanente, Ensino de Ciências Ambientais Em Rede Nacional,6188576572059405
Otavio Ribeiro de Medeiros,Colaborador,Administração,6201130063725097
Otavio Ribeiro de Medeiros,Permanente,Ciências Contábeis,6201130063725097
Otavio Ribeiro de Medeiros,Permanente,Contabilidade - Unb - Ufpb - Ufrn,6201130063725097
Vanessa Maria de Castro,Permanente,Direitos Humanos e Cidadania,6201414942169357
Augusto Rodrigues da Silva Junior,Permanente,Literatura,6208952301327343
Laercia Abreu Vasconcelos,Permanente,Ciências do Comportamento,6210077671405608
Rene Gottlieb Strehler,Permanente,Estudos de Tradução,6212956770801291
Rogerio Elias Soares Uagoda,Permanente,Geografia,6222241339082462
Everaldo Batista da Costa,Permanente,Estudos Comparados Sobre As Américas,6223294904658578
Everaldo Batista da Costa,Permanente,Geografia,6223294904658578
Everaldo Batista da Costa,Permanente,Turismo,6223294904658578
Gardenia da Silva Abbad,Permanente,Administração,6225924782510184
Gardenia da Silva Abbad,Permanente,Psicologia Social do Trabalho e das Organizações,6225924782510184
Maria Luiza Pinheiro Guimaraes Fragoso,Colaborador,Artes,6228855946764716
Ricardo Jaco de Oliveira,Permanente,Educação Física,6232631171916372
Maria de Fatima Menezes Almeida Santos,Permanente,Biologia Animal,6242712900164633
Francisco Jose Rengifo Herrera,Permanente,Educação,6243494474353390
Milene Takasago,Colaborador,Economia,6248088807156359
Milene Takasago,Permanente,Economia,6248088807156359
Lilian Gimenes Giugliano,Permanente,Zoologia,6251433173691029
Carlos Eduardo Ventura Gaio Dos Santos,Colaborador,Ciencias Medicas,6269889135267501
Denize Elena Garcia da Silva,Permanente,Lingüística,6270214407361506
Taygoara Felamingo de Oliveira,Permanente,Ciências Mecânicas,6275750472303225
Maria Cláudia Santos Lopes de Oliveira,Permanente,Processos de Desenvolvimento Humano e Saúde,6281151757179145
Joao Henrique da Silva Rego,Permanente,Estruturas e Construção Civil,6282100880834079
Joselita Junia Viegas Vidotti,Colaborador,Lingüística Aplicada,6294295683617396
Miguel Borges,Permanente,Zoologia,6294677150428030
Alcides Costa Vaz,Permanente,Relações Internacionais,6295515302675804
Marcelo da Silva Araujo Tavares,Permanente,Psicologia Clínica e Cultura,6310422468528920
Marcio Albuquerque Buson,Permanente,Arquitetura e Urbanismo,6313415782219480
Vicente Carlos Martinez Barrios,Permanente,Artes,6315625128726826
Teresa Cristina de Novaes Marques,Permanente,História,6319337341335421
Daniela Marques de Moraes,Colaborador,Direito,6322213392672101
Denise Bomtempo Birche de Carvalho,Permanente,Política Social,6325940451709009
Henryk Siewierski,Colaborador,Estudos de Tradução,6327595433352490
Henryk Siewierski,Permanente,Literatura,6327595433352490
Reinhardt Adolfo Fuck,Permanente,Geologia,6328263723211152
Liziane Soares Guazina,Permanente,Comunicação,6331316797695305
Francisco Fernando Monteoliva Doratioto,Permanente,História,6335861954229757
Jorge Luis Lopes Zeredo,Permanente,Ciências da Saúde,6336852108715478
Jorge Luis Lopes Zeredo,Permanente,Ciências e Tecnologias Em Saúde,6336852108715478
Marcio Augusto Roma Buzar,Permanente,Arquitetura e Urbanismo,6339433870219875
Irina Sviridova,Permanente,Matemática,6348173010091074
Hartmut Gunther,Colaborador,Psicologia Social do Trabalho e das Organizações,6352894014134453
Patricia Lima Martins Pederiva,Permanente,Educação,6354485124876296
Glaucia Bueno Pereira Neto,Colaborador,Saúde Animal,6355542640228110
Giovany de Jesus Malcher Figueiredo,Permanente,Matemática,6367310116739027
Fernando de Magalhaes Coutinho Vieira,Permanente,Química,6387782840670497
Izabel Cristina Bruno Bacellar Zaneti,Colaborador,Desenvolvimento Sustentável,6400809887186849
Izabel Cristina Bruno Bacellar Zaneti,Permanente,Desenvolvimento Sustentável,6400809887186849
Izabel Cristina Bruno Bacellar Zaneti,Permanente, Ensino de Ciências Ambientais Em Rede Nacional,6400809887186849
Jader Galba Busato,Permanente,Agronomia,6403427750833514
Jader Galba Busato,Colaborador,Tecnologias Química e Biológica,6403427750833514
Maria Lucrecia Gerosa Ramos,Permanente,Agronomia,6416589151349057
Carlos Jose Sousa Passos,Permanente,Desenvolvimento Sustentável,6429611154970694
Carlos Jose Sousa Passos,Permanente,Meio Ambiente e Desenvolvimento Rural,6429611154970694
Juliana Targino Silva Almeida e Macedo,Permanente,Saúde Animal,6430330011206726
Georgios Joannis Pappas Junior,Colaborador,Ciências Biológicas,6434812322607721
Paulo Roberto Nobrega Cavalcante,Permanente,Contabilidade - Unb - Ufpb - Ufrn,6437962981885439
Carlos Emanoel de Souza Cruz,Colaborador,Geologia,6449749747111422
Marcos Juliano Prauchner,Colaborador,Química,6449987900688958
Marcos Juliano Prauchner,Permanente,Tecnologias Química e Biológica,6449987900688958
Raul Moreira Behs,Permanente,Matemática Em Rede Nacional,6452903751212344
Geraldo Resende Boaventura,Permanente,Geociências Aplicadas e Geodinâmica,6454269644052069
Geraldo Resende Boaventura,Permanente,Geologia,6454269644052069
Joao Ricardo Moreira de Almeida,Permanente,Biologia Microbiana,6464993141431276
Joao Ricardo Moreira de Almeida,Permanente,Tecnologias Química e Biológica,6464993141431276
Luis Abraham Cayon Duran,Colaborador,Antropologia,6491817482510411
Raquel Carvalho Hoersting,Colaborador,Psicologia Social do Trabalho e das Organizações,6496395192057174
Paulo Goncalves de Oliveira,Permanente,Ciencias Medicas,6503282551784064
Joao Yoshiyuki Ishihara,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,6509594616230305
Vanessa Carvalho de Andrade,Permanente,Ensino de Física - Profis,6509727574899646
Paulo Fonseca Mercon,Colaborador,Computação Aplicada,6518365717015164
Abimael de Jesus Barros Costa,Colaborador,Ciências Contábeis,6524204350805774
Andre Leclerc,Permanente,Filosofia,6525569862867870
Edgar Nobuo Mamiya,Permanente,Ciências Mecânicas,6548700271278333
Jose Walter Nunes,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,6559408539442996
Walter Massa Ramalho,Permanente,Medicina Tropical,6561257284700678
Lucia Cony Faria Cidade,Colaborador,Geografia,6563820088149165
Luciana Maria Dias de Avila Rodrigues,Colaborador,Matemática,6564647402919278
Luciana Maria Dias de Avila Rodrigues,Permanente,Matemática Em Rede Nacional,6564647402919278
Eloisa Pereira Barroso,Permanente,História,6579511690810109
Eloisa Pereira Barroso,Permanente,Turismo,6579511690810109
Angelo Henrique de Lira Machado,Permanente,Química,6580089254529584
Angelo Henrique de Lira Machado,Permanente,Tecnologias Química e Biológica,6580089254529584
Carlos Emanuel Sautchuk,Permanente,Antropologia,6580888917603247
Fernanda Cristina Pimentel Garcia,Permanente,Ciências da Saúde,6582608073914609
Fernanda Cristina Pimentel Garcia,Permanente,Odontologia,6582608073914609
Maria do Socorro Nantua Evangelista,Colaborador,Enfermagem,6587364159444556
Norma Breda Dos Santos,Permanente,Relações Internacionais,6589386808816208
Catia Piccolo Viero Devechi,Permanente,Educação,6590940954598232
Jose Luis Teruel Carretero,Permanente,Matemática,6592589939427068
Cesar Koppe Grisolia,Permanente,Bioética,6611558584487547
Cesar Koppe Grisolia,Permanente,Biologia Animal,6611558584487547
Daniela Mara de Oliveira,Colaborador,Biologia Animal,6624700495176582
Gustavo Leonel Gilardoni Avalle,Permanente,Estatistica,6626177394747218
Claudinei Gouveia de Oliveira,Permanente,Geologia,6633214640701119
Vander Mendes Lucas,Permanente,Economia,6635743075782816
Vander Mendes Lucas,Permanente,Regulação e Gestão de Negócios,6635743075782816
Lineu da Costa Araujo Neto,Permanente,Matemática Em Rede Nacional,6638467671180292
Cristina Helena Almeida de Carvalho,Permanente,Educação,6640559537520900
Maria Alice Prudencio Jacques,Permanente,Transportes,6652088277592373
Sueli Correa Marques de Mello,Permanente,Fitopatologia,6652536976797877
Simone Perecmanis,Permanente,Saúde Animal,6673322487449113
Ricardo Gargano,Permanente,Física,6682074601211769
Daniel Mauricio Munoz Arboleda,Permanente,Sistemas Mecatrônicos,6695599342819486
Carlos Alberto Gurgel Veras,Permanente,Ciências Mecânicas,6698982112174569
Patricia Trindade Nakagome,Permanente,Literatura,6708272847533806
Jose Carlos Paes de Almeida Filho,Permanente,Lingüística Aplicada,6713011855280201
Therese Hofmann Gatti Rodrigues da Costa,Permanente,Artes,6716704101303638
Rodrigo Haddad,Permanente,Medicina Tropical,6717299953279150
Janaina Lima Penalva da Silva,Colaborador,Direito,6721876127059003
Edson Paulo da Silva,Permanente,Sistemas Mecatrônicos,6728267113324541
Sadek Crisostomo Absi Alfaro,Permanente,Sistemas Mecatrônicos,6729556803417571
George Luiz Medeiros Teodoro,Permanente,Informática,6732940162423405
Marcelo Fernandes Furtado,Permanente,Matemática,6733918853986040
Marcelo Fernandes Furtado,Colaborador,Matemática Em Rede Nacional,6733918853986040
Sergio Nogueira Mendes,Permanente,Música,6740952862202692
Geraldo da Silva e Souza,Colaborador,Estatistica,6743105513321229
Luis Henrique de Miranda,Colaborador,Matemática,6745781891343602
Jose Dionisio Gomes da Silva,Permanente,Contabilidade - Unb - Ufpb - Ufrn,6766731996345028
Angela Maria Cristina Uchoa de Abreu Branco,Permanente,Processos de Desenvolvimento Humano e Saúde,6769897942364417
Maria Isabel Montandon,Permanente,Profartes,6774451320514355
David Verge Fleischer,Colaborador,Ciência Política,6787351597242071
David Verge Fleischer,Colaborador,Estudos Comparados Sobre As Américas,6787351597242071
Rodrigo Diana Navarro,Permanente,Ciências Ambientais,6791391123453000
Rodrigo Diana Navarro,Permanente,Ciências Animais,6791391123453000
Mario Lima Brasil,Permanente,Música,6792743214523205
Carlos Augusto Costa Pires de Oliveira,Colaborador,Ciências da Saúde,6822211817895666
Carlos Augusto Costa Pires de Oliveira,Permanente,Ciencias Medicas,6822211817895666
Ana Maria Resende Junqueira,Permanente,Agronegócios,6823749061158873
Ana Maria Resende Junqueira,Permanente,Agronomia,6823749061158873
Monica Celeida Rabelo Nogueira,Permanente,Desenvolvimento Sustentável,6825916756980912
Monica Celeida Rabelo Nogueira,Permanente,Meio Ambiente e Desenvolvimento Rural,6825916756980912
Magda Duarte Dos Anjos Scherer,Colaborador,Ciências e Tecnologias Em Saúde,6831801428299311
Magda Duarte Dos Anjos Scherer,Permanente,Saúde Coletiva,6831801428299311
Wang Qiaoling,Permanente,Matemática,6832516110313266
Ciro Martins Gomes,Permanente,Ciencias Medicas,6837199478107491
Ciro Martins Gomes,Permanente,Medicina Tropical,6837199478107491
Sheila Tavares Nascimento,Permanente,Ciências Animais,6839816688814114
Paulo Cesar Nascimento,Colaborador,Ciência Política,6849990995354185
Paulo Cesar Nascimento,Permanente,Metafísica,6849990995354185
Patricia Azevedo Garcia,Permanente,Ciências da Reabilitação,6853384234554925
Joao da Costa Pantoja,Colaborador,Arquitetura e Urbanismo,6879105340639188
Daniel Oliveira Cajueiro,Permanente,Economia,6879546236123358
Haydee Gloria Cruz Caruso,Colaborador,Sociologia,6889569648252727
Catia Regina Goncalves,Colaborador,Matemática,6892954393258300
Marilia Steinberger,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,6895446047430585
Marilia Steinberger,Permanente,Geografia,6895446047430585
Liliane de Almeida Maia,Permanente,Matemática,6898676485826726
Adriana Chatack Carmelo,Permanente,Geociências Aplicadas e Geodinâmica,6899214449287252
Jerome Depeyrot,Permanente,Ciências de Materiais,6910870376007596
Jerome Depeyrot,Permanente,Física,6910870376007596
Marina Maria Silva Magalhaes,Permanente,Lingüística,6912051416686515
Margot Alves Nunes Dode,Permanente,Ciências Animais,6912403887412900
Maria de Fátima Borin,Permanente,Ciências Farmacêuticas,6924482573958200
Antonio Padilha Lanari Bo,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,6959718976106778
Pedro Mandagara Ribeiro,Permanente,Literatura,6962097027141758
Fernanda Vasconcelos de Almeida,Permanente,Química,6969855749872267
Marcia Renata Mortari,Permanente,Biologia Animal,6981177079694893
Marcia Renata Mortari,Permanente,Ciências da Saúde,6981177079694893
Maria Lucia Lopes da Silva,Permanente,Política Social,6985760672107950
George Rodrigo Bandeira Galindo,Permanente,Direito,6991513208754620
Graziella Franca Bernardelli Cipriano,Permanente,Ciências da Reabilitação,6996817877121642
Graziella Franca Bernardelli Cipriano,Permanente,Ciências e Tecnologias Em Saúde,6996817877121642
Ana Julia Lemos Alves Pedreira,Permanente,Profbio Ensino de Biologia Em Rede Nacional,7005095208454032
Hildo Honorio do Couto,Permanente,Lingüística,7016153207130008
Edvaldo Aparecido Bergamo,Permanente,Literatura,7021881106861960
Elmira Luzia Melo Soares Simeao,Permanente,Ciências da Informação,7033301273963724
Diva do Couto Gontijo Muniz,Permanente,História,7050546613733309
Isolda de Araujo Gunther,Colaborador,Psicologia Social do Trabalho e das Organizações,7054595442905995
Renato Fontes Guimaraes,Permanente,Geografia,7063856452054362
Murilo Bastos da Cunha,Permanente,Ciências da Informação,7080112300092250
Maria de Fatima Rodrigues Makiuchi,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,7082177364352540
Maria de Fatima Rodrigues Makiuchi,Colaborador,Ensino de Física - Profis,7082177364352540
Ana Patricia de Paula,Colaborador,Ciências da Saúde,7085032512313491
Kelly Grace Magalhaes,Permanente,Ciências Biológicas,7085425285258517
Kelly Grace Magalhaes,Permanente,Patologia Molecular,7085425285258517
Maria Stela Grossi Porto,Permanente,Sociologia,7092372933459898
Flavio Rabelo Versiani,Colaborador,Economia,7094028910373876
Lucival Malcher,Permanente,Ciências Mecânicas,7098949002144654
Josenia Antunes Vieira,Permanente,Lingüística,7098966466714230
Luis Gustavo Ferreira Viegas,Permanente,Geologia,7115223149093898
Maria Elenita Menezes Nascimento,Colaborador,Turismo,7119827278826264
Rejane Ennes Cicerelli,Permanente,Geociências Aplicadas e Geodinâmica,7126684173800825
Claudia Marcia Lyra Pato,Permanente,Educação,7129990465183970
Werner Leopoldo Treptow,Permanente,Ciências Biológicas,7144412557085874
Miguel Angelo Montagner,Permanente,Bioética,7144977236020220
Jorge Henrique Cabral Fernandes,Permanente,Ciências da Informação,7151669913805328
Luis Henrique Ferreira do Vale,Permanente,Biologia Microbiana,7160552040275691
Luis Henrique Ferreira do Vale,Permanente,Tecnologias Química e Biológica,7160552040275691
Guilherme Caribe de Carvalho,Colaborador,Sistemas Mecatrônicos,7170137941261300
Stephen Grant Baines,Permanente,Antropologia,7171052616253604
Stephen Grant Baines,Permanente,Estudos Comparados Sobre As Américas,7171052616253604
Carlos Augusto Mello Machado,Permanente,Ciência Política,7171652402587748
Marco Antonio Almeida de Souza,Permanente,Tecnologia Ambiental e Recursos Hídricos,7181187951921554
Tais Gratieri,Permanente,Ciências Farmacêuticas,7184002130439699
Tais Gratieri,Permanente,Ciencias Medicas,7184002130439699
Silvana Schwerz Funghetto,Permanente,Ciências e Tecnologias Em Saúde,7186522541368763
Ivan Soares Ferreira,Colaborador,Ensino de Física - Profis,7188970415617628
Ivan Soares Ferreira,Permanente,Física,7188970415617628
Ana Lucia de Abreu Gomes,Permanente,Ciências da Informação,7191530003940077
Lucas Moreira,Permanente,Estatistica,7199217979463480
Glaucio de Castro Junior,Colaborador,Lingüística,7201356664034117
Jorge das Gracas Veloso,Permanente,Artes Cênicas,7206112236857233
Jorge das Gracas Veloso,Permanente,Profartes,7206112236857233
Bernardo de Assuncao Mello,Colaborador,Física,7208422291792591
Rodrigo Andres Miranda Cerda,Permanente,Integridade de Materiais da Engenharia,7211027248826936
Regina Lucia Sucupira Pedroza,Permanente,Direitos Humanos e Cidadania,7232661674377520
Regina Lucia Sucupira Pedroza,Permanente,Processos de Desenvolvimento Humano e Saúde,7232661674377520
Adriana Lofrano Alves Porto,Permanente,Ciências da Saúde,7236216949715666
Adriana Lofrano Alves Porto,Permanente,Ciências Farmacêuticas,7236216949715666
Válmi Hatje-Faggion,Permanente,Estudos de Tradução,7237687470210729
Solange Alfinito,Permanente,Administração,7239514597176073
Shirley Gomes Queiroz,Permanente,Design,7249895826115757
Jaqueline Godoy Mesquita,Permanente,Matemática,7249985370010988
Walkiria Neiva Praca,Permanente,Lingüística,7251034966753077
Danilo Batista Pinho,Permanente,Fitopatologia,7251618193690338
Danilo Batista Pinho,Permanente,Profbio Ensino de Biologia Em Rede Nacional,7251618193690338
Luis Augusto Sarmento Cavalcanti de Gusmao,Colaborador,Sociologia,7269828463658824
Jonny Everson Scherwinski Pereira,Permanente,Botânica,7270239356755951
Jonny Everson Scherwinski Pereira,Colaborador,Ciências Florestais,7270239356755951
Fabio Iglesias,Permanente,Psicologia Social do Trabalho e das Organizações,7272973509202067
Andre Ferreira Leite,Permanente,Ciências da Saúde,7275660736054053
Andre Ferreira Leite,Permanente,Odontologia,7275660736054053
Renato Mariz de Moraes,Colaborador,Engenharia de Sistemas Eletrônicos e de Automação,7284320756124645
Jorge Jardim Zacca,Colaborador,Química,7288728943944810
Jorge Jardim Zacca,Colaborador,Tecnologias Química e Biológica,7288728943944810
Sebastien Roland Marie Joseph Rondineau,Permanente,Engenharia Elétrica,7293346445799114
Sebastien Roland Marie Joseph Rondineau,Permanente,Sistemas Mecatrônicos,7293346445799114
Vera Regina Fernandes da Silva Maraes,Permanente,Engenharia Biomédica,7294738832905991
Ary Vasconcelos Medino,Colaborador,Matemática Em Rede Nacional,7296244207920172
Mauro Eduardo Del Grossi,Permanente,Agronegócios,7311193008631856
Mauro Eduardo Del Grossi,Permanente,Gestão Pública,7311193008631856
Glaucia Ribeiro Starling Diniz,Permanente,Psicologia Clínica e Cultura,7318537934467333
Jose Vicente Elias Bernardi,Permanente,Ciências Ambientais,7324869293866597
Jose Vicente Elias Bernardi,Permanente,Tecnologias Química e Biológica,7324869293866597
Tatiane Paschoal,Permanente,Administração,7344827007871828
Jose Luiz Villar Mella,Permanente,Educação,7355805185542583
Donaria Coelho Duarte,Permanente,Turismo,7361440038891329
Deborah Oliveira Martins Dos Reis,Permanente,Economia,7363819024311628
Angelica Amorim Amato,Permanente,Ciências da Saúde,7368047039349168
Angelica Amorim Amato,Permanente,Ciências Farmacêuticas,7368047039349168
Camilo Chang Dorea,Permanente,Informática,7370796774582075
Murilo Sversut Dias,Permanente,Ecologia,7373363206564892
Marcia Cristina da Silva Magro,Permanente,Enfermagem,7394016552347536
Francisco Dyonisio Cardoso Mendes,Colaborador,Ciências do Comportamento,7396049661058589
Sergio Eduardo Silva de Oliveira,Colaborador,Psicologia Clínica e Cultura,7397923176812272
Valmir da Silva Souza,Permanente,Geologia,7402292955251337
Maria Fatima de Sousa,Permanente,Ciências da Saúde,7405541534944144
Maria Fatima de Sousa,Permanente,Saúde Coletiva,7405541534944144
Ana Claudia Maynardes,Permanente,Design,7406666262139231
Izabela Costa Brochado,Permanente,Artes Cênicas,7411648201324436
Paulo Medeiros Junior,Colaborador,Lingüística,7419993145760201
Adriano Otavio Maldaner,Permanente,Tecnologias Química e Biológica,7421096523152034
Maria Clotilde Henriques Tavares,Permanente,Biologia Animal,7422288792695902
Maria Clotilde Henriques Tavares,Permanente,Ciências da Saúde,7422288792695902
Humberto Angelo,Permanente,Ciências Florestais,7422862336520174
Anamelia Lorenzetti Bocca,Permanente,Ciências Biológicas,7426592963217111
Anamelia Lorenzetti Bocca,Permanente,Patologia Molecular,7426592963217111
Goiara Mendonca de Castilho,Permanente,Ciências do Comportamento,7437736472703307
Stella Maris Bortoni de Figueiredo Ricardo,Permanente,Educação,7444415903226607
Stella Maris Bortoni de Figueiredo Ricardo,Permanente,Lingüística,7444415903226607
Sandro Augusto Pavlik Haddad,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,7445354319753187
Otavio de Toledo Nobrega,Permanente,Ciências da Saúde,7451328619710967
Otavio de Toledo Nobrega,Colaborador,Ciências e Tecnologias Em Saúde,7451328619710967
Otavio de Toledo Nobrega,Permanente,Ciencias Medicas,7451328619710967
Alan Ricardo da Silva,Permanente,Estatistica,7458855507028987
Alan Ricardo da Silva,Permanente,Transportes,7458855507028987
Gustavo Macedo de Mello Baptista,Permanente,Ciências Ambientais,7461437118914206
Gustavo Macedo de Mello Baptista,Permanente,Geociências Aplicadas e Geodinâmica,7461437118914206
Fernanda Passini Moreno,Colaborador,Ciências da Informação,7471118579735377
